,text,langs,$type,createdAt
0,"Starter pack 192👆🏻
@rebelb1ue.bsky.social 
@kerriea72.bsky.social 
@miweelass.substack.com 
@nicky67.bsky.social 
@lunonni.bsky.social 
@pattyger.bsky.social 
@gwenie.bsky.social 
@resist4harris.bsky.social 
@moshpittess.bsky.social 
@whatifisaidit.bsky.social",['en'],app.bsky.feed.post,2025-08-01T12:50:28.314Z
